food_name,protein,iron,vitamin_c,vitamin_d,fiber,category,health_score,vitamin_a,vitamin_b12
gujarati turai sabji,1.1,0.77,12.1,0.0,1.7,vegetable,3.3,16.1,0.0
kerala turai sabji,1.2,0.82,11.3,0.0,1.7,vegetable,3.5,14.7,0.0
goan turai sabji,1.1,0.81,12.4,0.0,1.7,vegetable,3.3,16.3,0.0
awadhi turai sabji,1.1,0.78,12.4,0.0,1.7,vegetable,3.5,13.9,0.0
rajasthani turai sabji,1.2,0.78,11.9,0.0,1.7,vegetable,3.7,16.1,0.0
methi malai mutter,4.0,2.2,12.0,0.2,3.8,vegetable,3.5,250.0,0.2
punjabi methi malai mutter,3.8,2.03,12.8,0.2,4.1,vegetable,3.4,254.5,0.18
south indian methi malai mutter,4.3,2.22,11.8,0.2,3.5,vegetable,3.6,229.4,0.22
hyderabadi methi malai mutter,3.6,2.09,13.2,0.2,3.9,vegetable,3.4,234.4,0.18
bengali methi malai mutter,4.3,2.12,12.8,0.2,3.5,vegetable,3.4,225.7,0.19
maharashtrian methi malai mutter,4.3,2.41,11.7,0.2,4.1,vegetable,3.3,266.0,0.22
gujarati methi malai mutter,4.3,2.12,11.7,0.2,3.5,vegetable,3.6,249.7,0.19
kerala methi malai mutter,4.0,2.06,11.2,0.2,3.5,vegetable,3.6,249.3,0.19
goan methi malai mutter,4.3,2.4,11.1,0.2,4.0,vegetable,3.6,233.6,0.19
awadhi methi malai mutter,3.7,2.15,11.9,0.2,3.6,vegetable,3.7,252.3,0.21
rajasthani methi malai mutter,4.2,2.36,12.3,0.2,3.9,vegetable,3.5,265.8,0.2
capsicum masala,2.0,0.9,45.0,0.0,2.0,vegetable,3.7,60.0,0.0
punjabi capsicum masala,2.2,0.94,49.4,0.0,2.1,vegetable,3.7,54.7,0.0
south indian capsicum masala,2.0,0.83,46.4,0.0,2.2,vegetable,3.7,54.4,0.0
hyderabadi capsicum masala,2.1,0.88,47.5,0.0,2.1,vegetable,3.5,57.4,0.0
bengali capsicum masala,2.2,0.98,49.1,0.0,2.0,vegetable,3.7,59.3,0.0
maharashtrian capsicum masala,2.0,0.9,43.3,0.0,1.9,vegetable,3.5,57.4,0.0
gujarati capsicum masala,1.9,0.88,42.0,0.0,2.0,vegetable,3.6,54.1,0.0
kerala capsicum masala,2.0,0.94,40.9,0.0,2.0,vegetable,3.6,60.2,0.0
goan capsicum masala,1.9,0.91,44.5,0.0,1.9,vegetable,3.9,61.8,0.0
awadhi capsicum masala,2.2,0.86,43.5,0.0,1.9,vegetable,3.6,61.1,0.0
rajasthani capsicum masala,2.0,0.88,43.7,0.0,2.0,vegetable,3.8,63.6,0.0
cabbage poriyal,1.8,0.8,22.0,0.0,2.5,vegetable,3.7,15.0,0.0
punjabi cabbage poriyal,1.8,0.86,20.5,0.0,2.4,vegetable,3.7,14.9,0.0
south indian cabbage poriyal,1.9,0.77,23.4,0.0,2.6,vegetable,3.6,16.2,0.0
hyderabadi cabbage poriyal,1.8,0.8,22.6,0.0,2.7,vegetable,3.6,13.8,0.0
bengali cabbage poriyal,1.9,0.79,22.1,0.0,2.6,vegetable,3.5,15.6,0.0
maharashtrian cabbage poriyal,1.7,0.81,21.8,0.0,2.3,vegetable,3.6,13.9,0.0
gujarati cabbage poriyal,1.7,0.86,24.2,0.0,2.5,vegetable,3.6,16.1,0.0
kerala cabbage poriyal,1.9,0.75,21.2,0.0,2.6,vegetable,3.8,14.6,0.0
goan cabbage poriyal,1.7,0.76,24.0,0.0,2.7,vegetable,3.6,14.3,0.0
awadhi cabbage poriyal,1.8,0.8,24.1,0.0,2.5,vegetable,3.8,15.6,0.0
rajasthani cabbage poriyal,1.7,0.74,21.1,0.0,2.5,vegetable,3.8,15.4,0.0
beans poriyal,2.2,1.0,12.0,0.0,3.2,vegetable,3.8,20.0,0.0
punjabi beans poriyal,2.0,0.98,12.1,0.0,2.9,vegetable,3.9,21.4,0.0
south indian beans poriyal,2.3,0.98,11.8,0.0,3.5,vegetable,3.9,20.6,0.0
hyderabadi beans poriyal,2.4,1.01,11.7,0.0,3.0,vegetable,3.7,19.9,0.0
bengali beans poriyal,2.4,1.06,12.9,0.0,3.3,vegetable,3.6,21.9,0.0
maharashtrian beans poriyal,2.2,1.02,12.7,0.0,3.1,vegetable,3.8,21.8,0.0
gujarati beans poriyal,2.2,0.91,11.1,0.0,3.0,vegetable,3.9,21.4,0.0
kerala beans poriyal,2.1,1.03,11.4,0.0,3.0,vegetable,3.7,20.8,0.0
goan beans poriyal,2.4,0.96,10.9,0.0,3.0,vegetable,3.6,18.3,0.0
awadhi beans poriyal,2.0,1.03,12.8,0.0,3.5,vegetable,3.8,19.6,0.0
rajasthani beans poriyal,2.1,0.92,11.9,0.0,3.4,vegetable,3.9,18.3,0.0
punjabi avial,2.5,1.11,8.0,0.1,2.7,vegetable,3.9,147.2,0.21
south indian avial,2.5,1.3,8.2,0.1,2.6,vegetable,3.8,152.6,0.22
hyderabadi avial,2.5,1.2,7.5,0.1,2.8,vegetable,4.2,144.9,0.2
bengali avial,2.4,1.22,7.4,0.1,2.8,vegetable,4.2,142.9,0.19
maharashtrian avial,2.6,1.16,7.8,0.1,2.6,vegetable,4.0,151.5,0.2
gujarati avial,2.3,1.08,7.5,0.1,2.6,vegetable,4.0,133.8,0.19
kerala avial,2.5,1.21,8.2,0.1,2.9,vegetable,4.1,127.9,0.2
goan avial,2.7,1.14,8.5,0.1,2.6,vegetable,3.9,134.6,0.18
awadhi avial,2.5,1.23,8.8,0.1,2.8,vegetable,4.0,129.1,0.18
rajasthani avial,2.7,1.27,7.3,0.1,2.8,vegetable,4.1,153.5,0.2
kovakkai fry,1.5,1.0,14.0,0.0,2.2,vegetable,3.5,20.0,0.0
punjabi kovakkai fry,1.5,1.05,14.2,0.0,2.4,vegetable,3.4,20.2,0.0
south indian kovakkai fry,1.5,1.09,15.3,0.0,2.4,vegetable,3.4,20.7,0.0
hyderabadi kovakkai fry,1.6,1.1,14.5,0.0,2.1,vegetable,3.4,19.4,0.0
bengali kovakkai fry,1.6,0.95,14.8,0.0,2.1,vegetable,3.5,20.8,0.0
maharashtrian kovakkai fry,1.6,0.98,15.1,0.0,2.2,vegetable,3.5,19.7,0.0
gujarati kovakkai fry,1.4,1.06,15.1,0.0,2.4,vegetable,3.6,21.4,0.0
kerala kovakkai fry,1.4,0.95,15.0,0.0,2.3,vegetable,3.7,21.3,0.0
goan kovakkai fry,1.5,1.07,13.1,0.0,2.1,vegetable,3.7,19.2,0.0
awadhi kovakkai fry,1.5,0.97,14.1,0.0,2.2,vegetable,3.7,19.9,0.0
rajasthani kovakkai fry,1.4,1.08,14.6,0.0,2.2,vegetable,3.3,20.0,0.0
chicken tikka masala,18.0,1.4,3.0,0.2,1.0,protein,3.8,40.0,1.0
punjabi chicken tikka masala,17.6,1.44,3.3,0.2,0.9,protein,4.0,40.4,1.07
south indian chicken tikka masala,16.6,1.28,2.8,0.2,0.9,protein,3.9,38.5,0.99
hyderabadi chicken tikka masala,17.2,1.46,3.2,0.2,0.9,protein,3.8,39.2,0.98
bengali chicken tikka masala,18.3,1.39,2.9,0.2,1.1,protein,3.7,39.0,0.99
maharashtrian chicken tikka masala,17.1,1.38,3.0,0.2,1.1,protein,3.9,37.5,1.08
gujarati chicken tikka masala,17.0,1.34,2.7,0.2,1.0,protein,3.9,42.9,1.04
kerala chicken tikka masala,19.3,1.51,3.1,0.2,1.0,protein,4.0,40.9,1.02
goan chicken tikka masala,19.5,1.51,3.1,0.2,1.0,protein,3.8,38.1,0.99
awadhi chicken tikka masala,19.8,1.48,2.9,0.2,1.1,protein,3.8,40.3,0.93
rajasthani chicken tikka masala,19.1,1.41,2.8,0.2,1.0,protein,3.9,39.3,0.96
punjabi butter chicken,15.0,1.4,2.5,0.4,0.8,protein,3.2,70.0,1.21
south indian butter chicken,17.1,1.36,2.7,0.4,0.8,protein,3.3,69.3,1.18
hyderabadi butter chicken,14.5,1.38,2.6,0.4,0.8,protein,3.2,61.9,1.09
bengali butter chicken,17.0,1.38,2.6,0.4,0.7,protein,3.3,65.4,1.23
maharashtrian butter chicken,17.2,1.27,2.3,0.4,0.8,protein,3.1,70.6,1.21
gujarati butter chicken,17.3,1.4,2.3,0.4,0.9,protein,3.1,63.1,1.27
kerala butter chicken,15.9,1.26,2.4,0.4,0.9,protein,3.2,69.9,1.27
goan butter chicken,14.4,1.18,2.3,0.4,0.8,protein,3.1,61.8,1.31
awadhi butter chicken,16.8,1.34,2.5,0.4,0.8,protein,3.3,63.0,1.1
rajasthani butter chicken,17.5,1.38,2.3,0.4,0.8,protein,3.1,70.5,1.21
punjabi chicken korma,13.8,1.22,1.9,0.2,1.3,protein,3.3,39.8,0.81
south indian chicken korma,15.0,1.23,1.9,0.2,1.1,protein,3.4,41.4,0.77
hyderabadi chicken korma,14.0,1.31,2.0,0.2,1.3,protein,3.3,40.5,0.82
bengali chicken korma,15.1,1.09,2.2,0.2,1.2,protein,3.2,38.3,0.87
maharashtrian chicken korma,15.8,1.27,2.0,0.2,1.1,protein,3.3,43.8,0.77
gujarati chicken korma,15.6,1.29,2.0,0.2,1.2,protein,3.3,43.9,0.81
kerala chicken korma,14.1,1.31,1.8,0.2,1.3,protein,3.2,37.8,0.79
goan chicken korma,14.2,1.11,2.1,0.2,1.3,protein,3.4,40.8,0.85
awadhi chicken korma,15.1,1.2,2.1,0.2,1.2,protein,3.2,40.4,0.77
rajasthani chicken korma,14.7,1.29,2.2,0.2,1.2,protein,3.4,41.0,0.73
punjabi mutton rogan josh,18.1,3.03,0.9,0.3,0.5,protein,3.5,30.4,1.43
south indian mutton rogan josh,20.6,2.87,0.9,0.3,0.5,protein,3.5,30.6,1.49
hyderabadi mutton rogan josh,19.1,2.64,0.9,0.3,0.5,protein,3.8,32.6,1.37
bengali mutton rogan josh,19.4,2.64,0.9,0.3,0.5,protein,3.5,27.6,1.37
maharashtrian mutton rogan josh,19.8,2.6,0.9,0.3,0.5,protein,3.6,32.7,1.48
gujarati mutton rogan josh,21.5,2.61,0.9,0.3,0.5,protein,3.5,28.7,1.53
kerala mutton rogan josh,21.9,2.53,1.1,0.3,0.5,protein,3.6,31.3,1.4
goan mutton rogan josh,18.8,2.95,0.9,0.3,0.5,protein,3.6,29.4,1.6
awadhi mutton rogan josh,22.0,2.83,1.1,0.3,0.5,protein,3.7,32.6,1.51
rajasthani mutton rogan josh,19.2,2.61,1.0,0.3,0.5,protein,3.7,29.1,1.59
punjabi mutton curry,20.3,2.56,1.5,0.2,0.5,protein,3.7,23.3,1.36
south indian mutton curry,20.1,2.42,1.4,0.2,0.5,protein,3.8,24.3,1.46
hyderabadi mutton curry,17.6,2.78,1.4,0.2,0.5,protein,3.7,27.5,1.28
bengali mutton curry,18.0,2.43,1.4,0.2,0.5,protein,3.7,26.1,1.47
maharashtrian mutton curry,18.6,2.85,1.5,0.2,0.5,protein,3.7,23.2,1.37
gujarati mutton curry,20.1,2.46,1.5,0.2,0.5,protein,3.5,23.2,1.37
kerala mutton curry,18.1,2.58,1.6,0.2,0.5,protein,3.6,23.5,1.33
goan mutton curry,20.0,2.5,1.6,0.2,0.5,protein,3.5,25.9,1.48
awadhi mutton curry,20.5,2.85,1.6,0.2,0.5,protein,3.7,22.9,1.35
rajasthani mutton curry,18.9,2.52,1.6,0.2,0.5,protein,3.9,25.0,1.39
punjabi prawn masala,22.0,2.3,2.2,1.5,0.2,protein,4.1,53.2,2.08
south indian prawn masala,21.2,2.17,2.0,1.5,0.2,protein,4.3,51.8,1.8
hyderabadi prawn masala,21.0,2.1,1.9,1.5,0.2,protein,4.0,50.6,1.97
bengali prawn masala,21.2,2.28,2.0,1.5,0.2,protein,4.4,50.9,1.9
maharashtrian prawn masala,22.3,2.33,2.1,1.5,0.2,protein,4.3,48.8,2.17
gujarati prawn masala,21.5,2.02,2.1,1.5,0.2,protein,4.2,53.6,2.08
kerala prawn masala,22.7,2.12,2.0,1.5,0.2,protein,4.3,47.7,2.19
goan prawn masala,20.9,2.37,2.0,1.5,0.2,protein,4.2,52.3,1.99
awadhi prawn masala,23.1,2.12,2.0,1.5,0.2,protein,4.2,55.0,1.99
rajasthani prawn masala,20.9,2.01,1.9,1.5,0.2,protein,4.3,52.9,2.07
punjabi fish fry,21.9,1.06,0.0,3.5,0.0,protein,3.6,28.2,1.5
south indian fish fry,19.2,1.09,0.0,3.5,0.0,protein,3.3,31.4,1.65
hyderabadi fish fry,20.1,1.14,0.0,3.5,0.0,protein,3.4,32.5,1.39
bengali fish fry,21.3,1.14,0.0,3.5,0.0,protein,3.5,31.2,1.57
maharashtrian fish fry,18.3,1.17,0.0,3.5,0.0,protein,3.6,31.2,1.44
gujarati fish fry,20.2,1.06,0.0,3.5,0.0,protein,3.7,32.3,1.48
kerala fish fry,20.9,1.13,0.0,3.5,0.0,protein,3.5,32.2,1.56
goan fish fry,21.8,1.17,0.0,3.5,0.0,protein,3.6,32.3,1.39
awadhi fish fry,20.4,1.06,0.0,3.5,0.0,protein,3.5,31.7,1.42
rajasthani fish fry,21.1,1.06,0.0,3.5,0.0,protein,3.5,30.7,1.41
punjabi egg bhurji,12.0,1.82,4.1,0.9,0.5,protein,4.1,127.3,0.69
south indian egg bhurji,10.2,1.82,4.1,0.9,0.5,protein,4.1,135.3,0.71
hyderabadi egg bhurji,10.3,1.67,3.8,0.9,0.5,protein,3.9,118.9,0.75
bengali egg bhurji,10.7,1.93,4.0,0.9,0.5,protein,4.0,135.5,0.65
maharashtrian egg bhurji,10.5,1.92,3.7,0.9,0.5,protein,4.1,131.6,0.77
gujarati egg bhurji,10.1,1.81,4.3,0.9,0.5,protein,3.9,128.3,0.75
kerala egg bhurji,10.3,1.75,3.7,0.9,0.5,protein,4.0,136.3,0.73
goan egg bhurji,10.5,1.86,4.0,0.9,0.5,protein,4.1,132.4,0.76
awadhi egg bhurji,10.0,1.88,4.1,0.9,0.5,protein,3.9,125.9,0.71
rajasthani egg bhurji,10.9,1.85,4.3,0.9,0.5,protein,3.9,118.0,0.76
chilli chicken,15.0,1.2,8.0,0.1,1.0,protein,3.0,35.0,0.6
punjabi chilli chicken,13.5,1.09,8.0,0.1,1.1,protein,3.0,35.0,0.54
south indian chilli chicken,15.1,1.13,8.6,0.1,0.9,protein,2.9,32.1,0.65
hyderabadi chilli chicken,15.6,1.19,7.8,0.1,0.9,protein,3.0,33.4,0.57
bengali chilli chicken,14.1,1.22,7.2,0.1,1.1,protein,3.1,33.8,0.61
maharashtrian chilli chicken,14.1,1.27,8.0,0.1,1.0,protein,2.9,33.6,0.64
gujarati chilli chicken,15.7,1.25,7.3,0.1,1.1,protein,2.9,37.6,0.55
kerala chilli chicken,15.8,1.14,8.5,0.1,1.0,protein,3.0,34.5,0.56
goan chilli chicken,14.3,1.12,8.5,0.1,1.0,protein,2.9,33.2,0.63
awadhi chilli chicken,16.0,1.17,7.4,0.1,1.0,protein,3.0,32.4,0.56
rajasthani chilli chicken,13.6,1.17,8.8,0.1,0.9,protein,3.1,36.4,0.58
punjabi malai kofta,8.2,1.53,4.3,0.4,2.2,protein,2.9,74.6,0.55
south indian malai kofta,7.7,1.26,3.7,0.4,1.8,protein,3.0,73.2,0.47
hyderabadi malai kofta,8.5,1.48,4.4,0.4,2.1,protein,3.0,65.8,0.47
bengali malai kofta,7.5,1.35,3.9,0.4,1.9,protein,3.0,71.2,0.52
maharashtrian malai kofta,8.1,1.39,4.0,0.4,2.2,protein,3.0,63.5,0.46
gujarati malai kofta,8.6,1.35,4.1,0.4,2.2,protein,2.9,74.0,0.55
kerala malai kofta,8.3,1.42,4.0,0.4,2.1,protein,3.0,72.6,0.48
goan malai kofta,7.3,1.5,4.0,0.4,2.1,protein,2.9,67.5,0.5
awadhi malai kofta,8.6,1.54,3.8,0.4,2.0,protein,2.8,65.1,0.49
rajasthani malai kofta,8.1,1.39,3.7,0.4,2.1,protein,3.0,65.0,0.55
punjabi shahi paneer,11.2,1.19,2.8,0.3,0.9,protein,3.6,56.6,0.48
south indian shahi paneer,12.6,1.26,3.0,0.3,0.8,protein,3.3,61.4,0.47
hyderabadi shahi paneer,13.1,1.15,3.1,0.3,0.8,protein,3.3,58.3,0.48
bengali shahi paneer,13.1,1.15,3.0,0.3,0.7,protein,3.2,57.2,0.54
maharashtrian shahi paneer,12.0,1.19,3.1,0.3,0.7,protein,3.3,55.6,0.47
gujarati shahi paneer,11.5,1.27,3.1,0.3,0.9,protein,3.3,58.4,0.46
kerala shahi paneer,11.5,1.24,2.7,0.3,0.8,protein,3.5,65.3,0.54
goan shahi paneer,11.0,1.19,3.0,0.3,0.8,protein,3.2,59.4,0.53
awadhi shahi paneer,12.2,1.29,3.1,0.3,0.7,protein,3.3,56.4,0.51
rajasthani shahi paneer,10.8,1.15,3.0,0.3,0.7,protein,3.5,65.7,0.49
punjabi kadai paneer,12.7,1.5,12.2,0.3,1.6,protein,3.8,76.4,0.53
south indian kadai paneer,11.7,1.62,13.0,0.3,1.6,protein,3.8,65.6,0.52
hyderabadi kadai paneer,13.7,1.51,10.8,0.3,1.6,protein,3.7,69.0,0.46
bengali kadai paneer,12.2,1.44,12.5,0.3,1.6,protein,3.7,72.9,0.47
maharashtrian kadai paneer,12.8,1.59,12.2,0.3,1.4,protein,3.9,71.0,0.54
gujarati kadai paneer,13.8,1.6,11.1,0.3,1.4,protein,3.9,73.7,0.5
kerala kadai paneer,12.2,1.52,11.5,0.3,1.6,protein,3.9,72.0,0.55
goan kadai paneer,14.1,1.64,12.2,0.3,1.4,protein,3.9,70.8,0.52
awadhi kadai paneer,14.0,1.48,11.9,0.3,1.5,protein,3.9,70.1,0.52
rajasthani kadai paneer,12.0,1.51,12.2,0.3,1.4,protein,3.8,72.8,0.45
punjabi paneer bhurji,14.5,1.45,4.9,0.3,0.7,protein,4.1,64.0,0.49
south indian paneer bhurji,15.4,1.7,5.4,0.3,0.8,protein,4.1,64.6,0.54
hyderabadi paneer bhurji,13.0,1.59,5.4,0.3,0.9,protein,4.1,59.3,0.46
bengali paneer bhurji,13.8,1.66,5.0,0.3,0.8,protein,4.2,70.1,0.48
maharashtrian paneer bhurji,14.2,1.46,4.6,0.3,0.8,protein,3.8,62.2,0.47
gujarati paneer bhurji,14.9,1.68,4.7,0.3,0.8,protein,4.0,60.2,0.49
kerala paneer bhurji,15.0,1.59,4.6,0.3,0.8,protein,3.9,66.3,0.46
goan paneer bhurji,14.2,1.67,5.5,0.3,0.8,protein,4.0,59.3,0.48
awadhi paneer bhurji,15.0,1.67,5.0,0.3,0.8,protein,4.2,66.2,0.48
rajasthani paneer bhurji,12.9,1.67,4.5,0.3,0.8,protein,4.0,60.4,0.46
tofu bhurji,12.0,2.8,4.0,0.0,1.2,protein,4.2,20.0,0.0
punjabi tofu bhurji,11.6,2.98,4.0,0.0,1.1,protein,4.0,20.2,0.0
south indian tofu bhurji,12.3,3.08,3.7,0.0,1.1,protein,4.2,21.7,0.0
hyderabadi tofu bhurji,11.4,2.61,4.3,0.0,1.2,protein,4.1,22.0,0.0
bengali tofu bhurji,12.0,3.08,3.8,0.0,1.3,protein,4.2,19.5,0.0
maharashtrian tofu bhurji,11.3,2.75,3.7,0.0,1.3,protein,4.0,21.5,0.0
gujarati tofu bhurji,11.5,2.71,4.2,0.0,1.2,protein,4.4,21.1,0.0
kerala tofu bhurji,11.3,2.7,3.8,0.0,1.1,protein,4.0,19.2,0.0
goan tofu bhurji,13.1,2.74,3.9,0.0,1.1,protein,4.2,19.2,0.0
awadhi tofu bhurji,12.5,2.57,4.2,0.0,1.2,protein,4.3,20.2,0.0
rajasthani tofu bhurji,11.1,2.85,4.0,0.0,1.3,protein,4.3,18.5,0.0
punjabi aloo paratha,6.1,1.98,4.1,0.0,3.5,grain,3.3,20.4,0.0
south indian aloo paratha,6.3,1.74,4.2,0.0,3.7,grain,3.5,20.4,0.0
hyderabadi aloo paratha,5.9,1.68,4.4,0.0,3.4,grain,3.4,21.2,0.0
bengali aloo paratha,6.5,1.69,4.4,0.0,3.6,grain,3.3,19.2,0.0
maharashtrian aloo paratha,6.4,1.73,3.7,0.0,3.2,grain,3.5,18.7,0.0
gujarati aloo paratha,5.5,1.77,3.8,0.0,3.6,grain,3.5,18.4,0.0
kerala aloo paratha,5.7,1.69,3.6,0.0,3.7,grain,3.4,18.3,0.0
goan aloo paratha,6.4,1.79,4.3,0.0,3.8,grain,3.4,21.6,0.0
awadhi aloo paratha,5.9,1.91,3.6,0.0,3.8,grain,3.6,18.1,0.0
rajasthani aloo paratha,6.1,1.77,3.7,0.0,3.3,grain,3.3,21.0,0.0
punjabi paneer paratha,11.0,1.77,1.9,0.2,3.1,grain,3.7,40.9,0.29
south indian paneer paratha,11.6,1.91,2.1,0.2,3.2,grain,3.9,42.7,0.29
hyderabadi paneer paratha,10.2,1.85,1.9,0.2,3.2,grain,3.5,42.5,0.31
bengali paneer paratha,11.9,1.98,1.9,0.2,2.8,grain,3.5,42.4,0.3
maharashtrian paneer paratha,10.2,1.85,1.9,0.2,3.3,grain,3.6,44.2,0.3
gujarati paneer paratha,11.6,1.78,2.2,0.2,3.2,grain,3.8,45.6,0.27
kerala paneer paratha,11.9,2.06,2.0,0.2,2.9,grain,3.6,44.4,0.33
goan paneer paratha,10.5,1.9,1.9,0.2,3.1,grain,3.8,48.8,0.32
awadhi paneer paratha,10.6,1.73,2.2,0.2,2.8,grain,3.8,49.4,0.3
rajasthani paneer paratha,10.5,1.88,2.0,0.2,2.8,grain,3.5,44.7,0.29
punjabi gobi paratha,5.9,1.84,11.1,0.0,3.7,grain,3.6,21.0,0.0
south indian gobi paratha,6.7,1.61,12.7,0.0,4.1,grain,3.6,21.9,0.0
hyderabadi gobi paratha,6.6,1.77,12.2,0.0,3.8,grain,3.6,19.4,0.0
bengali gobi paratha,6.0,1.54,11.6,0.0,3.7,grain,3.6,21.2,0.0
maharashtrian gobi paratha,6.2,1.69,11.5,0.0,3.7,grain,3.6,19.2,0.0
gujarati gobi paratha,6.5,1.72,11.2,0.0,3.7,grain,3.6,21.7,0.0
kerala gobi paratha,6.4,1.86,11.4,0.0,3.7,grain,3.3,18.9,0.0
goan gobi paratha,5.8,1.69,12.4,0.0,3.7,grain,3.6,21.0,0.0
awadhi gobi paratha,6.2,1.86,12.1,0.0,3.6,grain,3.6,21.8,0.0
rajasthani gobi paratha,6.5,1.81,11.8,0.0,3.9,grain,3.6,19.3,0.0
onion paratha,5.5,1.6,3.0,0.0,3.2,grain,3.3,15.0,0.0
punjabi onion paratha,6.0,1.73,3.0,0.0,3.2,grain,3.3,14.4,0.0
south indian onion paratha,5.0,1.57,3.2,0.0,3.4,grain,3.2,15.7,0.0
hyderabadi onion paratha,6.0,1.6,2.9,0.0,3.5,grain,3.2,14.5,0.0
bengali onion paratha,5.2,1.45,3.1,0.0,3.0,grain,3.4,16.3,0.0
maharashtrian onion paratha,5.8,1.59,2.7,0.0,3.3,grain,3.3,13.7,0.0
gujarati onion paratha,5.9,1.66,3.2,0.0,3.3,grain,3.3,14.8,0.0
kerala onion paratha,6.0,1.75,3.1,0.0,3.2,grain,3.2,15.5,0.0
goan onion paratha,5.1,1.58,2.9,0.0,3.5,grain,3.4,15.8,0.0
awadhi onion paratha,5.3,1.6,3.1,0.0,3.3,grain,3.4,14.3,0.0
rajasthani onion paratha,6.0,1.7,3.1,0.0,3.2,grain,3.5,14.4,0.0
pudina paratha,5.2,2.2,5.0,0.0,3.6,grain,3.6,80.0,0.0
punjabi pudina paratha,5.7,2.03,4.8,0.0,3.5,grain,3.7,85.1,0.0
south indian pudina paratha,5.3,2.04,5.1,0.0,3.8,grain,3.5,78.6,0.0
hyderabadi pudina paratha,5.2,2.27,5.4,0.0,3.6,grain,3.4,75.0,0.0
bengali pudina paratha,4.7,2.0,4.9,0.0,3.8,grain,3.6,81.4,0.0
maharashtrian pudina paratha,5.0,2.0,4.8,0.0,3.9,grain,3.6,77.5,0.0
gujarati pudina paratha,5.2,2.14,4.8,0.0,3.3,grain,3.7,79.8,0.0
kerala pudina paratha,5.6,2.18,4.6,0.0,3.6,grain,3.7,81.0,0.0
goan pudina paratha,4.7,2.26,5.3,0.0,3.6,grain,3.7,73.5,0.0
awadhi pudina paratha,5.7,1.99,5.4,0.0,3.7,grain,3.6,83.9,0.0
rajasthani pudina paratha,5.2,2.27,4.9,0.0,3.6,grain,3.8,85.0,0.0
plain naan,6.0,1.2,0.0,0.0,1.8,grain,2.8,10.0,0.1
punjabi plain naan,6.0,1.16,0.0,0.0,1.9,grain,2.9,9.7,0.1
south indian plain naan,5.8,1.3,0.0,0.0,1.8,grain,2.9,10.6,0.1
hyderabadi plain naan,5.6,1.16,0.0,0.0,1.9,grain,2.8,10.0,0.11
bengali plain naan,5.8,1.14,0.0,0.0,1.9,grain,2.9,9.6,0.1
maharashtrian plain naan,5.5,1.1,0.0,0.0,1.9,grain,2.9,9.8,0.1
gujarati plain naan,6.5,1.25,0.0,0.0,1.9,grain,2.8,9.3,0.1
kerala plain naan,6.4,1.22,0.0,0.0,1.9,grain,2.9,9.1,0.1
goan plain naan,5.9,1.08,0.0,0.0,1.8,grain,2.9,9.5,0.11
awadhi plain naan,6.2,1.08,0.0,0.0,1.8,grain,2.9,9.3,0.1
rajasthani plain naan,5.9,1.14,0.0,0.0,1.8,grain,2.7,9.3,0.1
punjabi butter naan,6.0,1.25,0.0,0.0,1.7,grain,2.5,31.6,0.2
south indian butter naan,6.7,1.27,0.0,0.0,1.7,grain,2.5,31.6,0.19
hyderabadi butter naan,6.1,1.3,0.0,0.0,1.8,grain,2.5,32.0,0.2
bengali butter naan,6.7,1.09,0.0,0.0,1.8,grain,2.6,32.6,0.19
maharashtrian butter naan,5.7,1.26,0.0,0.0,2.0,grain,2.4,32.6,0.18
gujarati butter naan,6.6,1.17,0.0,0.0,2.0,grain,2.5,33.4,0.2
kerala butter naan,5.7,1.22,0.0,0.0,1.6,grain,2.6,36.9,0.19
goan butter naan,5.9,1.15,0.0,0.0,1.6,grain,2.6,32.2,0.2
awadhi butter naan,6.1,1.15,0.0,0.0,1.8,grain,2.5,36.0,0.19
rajasthani butter naan,6.1,1.21,0.0,0.0,1.8,grain,2.5,32.1,0.19
punjabi garlic naan,7.0,1.38,0.9,0.0,1.9,grain,2.7,12.9,0.11
south indian garlic naan,6.1,1.22,1.0,0.0,2.1,grain,2.7,12.3,0.1
hyderabadi garlic naan,6.6,1.25,1.0,0.0,1.8,grain,2.8,13.0,0.11
bengali garlic naan,6.0,1.41,1.0,0.0,2.0,grain,2.9,13.0,0.1
maharashtrian garlic naan,6.0,1.38,1.0,0.0,2.1,grain,2.8,11.3,0.09
gujarati garlic naan,7.0,1.42,0.9,0.0,2.1,grain,2.7,12.6,0.11
kerala garlic naan,6.6,1.19,1.0,0.0,2.1,grain,2.8,11.4,0.1
goan garlic naan,6.2,1.2,0.9,0.0,1.9,grain,2.8,12.6,0.09
awadhi garlic naan,6.0,1.2,1.0,0.0,2.0,grain,2.7,10.8,0.1
rajasthani garlic naan,6.1,1.42,1.0,0.0,2.0,grain,2.7,12.6,0.09
tandoori roti,5.5,1.5,0.0,0.0,2.8,grain,3.8,0.0,0.0
punjabi tandoori roti,5.1,1.37,0.0,0.0,2.9,grain,3.9,0.0,0.0
south indian tandoori roti,5.5,1.38,0.0,0.0,2.9,grain,3.9,0.0,0.0
hyderabadi tandoori roti,5.2,1.42,0.0,0.0,2.8,grain,3.9,0.0,0.0
bengali tandoori roti,5.3,1.64,0.0,0.0,2.6,grain,3.7,0.0,0.0
maharashtrian tandoori roti,5.5,1.41,0.0,0.0,2.9,grain,3.6,0.0,0.0
